Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:38,2019-09-19 15:28:39,0.707s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.032s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:28:38,2019-09-19 15:28:38,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:28:38,2019-09-19 15:28:39,0.356s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.685s,PASSED
